Sentence #,Word,POS
700,chapter,NN
700,article,NN
700,of,IN
700,the,DT
700,laac,NN
700,in,IN
700,the,DT
700,performance,NN
700,of,IN
700,his/her,PRP$
700,duty,NN
700,such,JJ
700,employee,NN
700,shall,MD
700,be,VB
700,reimbursed,VB
700,for,IN
700,transportation,NN
700,expense,NN
700,at,IN
700,the,DT
700,rate,NN
700,certified,VB
700,by,IN
700,the,DT
700,cao,NN
700,per,IN
700,mile,NN
700,for,IN
700,all,DT
700,mile,NN
700,traveled,VB
700,in,IN
700,any,DT
700,biweekly,JJ
700,pay,NN
700,period,NN
701,c.,NN
701,during,IN
701,the,DT
701,term,NN
701,of,IN
701,this,DT
701,mou,NN
701,the,DT
701,cent,NN
701,per,IN
701,mile,NN
701,reimbursement,NN
701,shall,MD
701,be,VB
701,adjusted,VB
701,to,TO
701,an,DT
701,amount,NN
701,equal,JJ
701,to,TO
701,the,DT
701,annual,JJ
701,standard,NN
701,car,NN
701,mileage,NN
701,allowance,NN
701,determined,VB
701,by,IN
701,the,DT
701,internal,JJ
701,revenue,NN
701,service,NN
702,the,DT
702,cao,NN
702,shall,MD
702,certify,VB
702,to,TO
702,the,DT
702,controller,NN
702,appropriate,JJ
702,change,NN
702,if,IN
702,required,VB
702,reflecting,VB
702,increase,NN
702,or,CC
702,decrease,NN
702,to,TO
702,become,VB
702,effective,JJ
702,on,IN
702,the,DT
702,effective,JJ
702,date,NN
702,determined,VB
702,by,IN
702,the,DT
702,irs,NN
703,d.,NN
703,pursuant,NN
703,to,TO
703,laac,NN
703,section,NN
703,4.231,CD
703,each,DT
703,employee,NN
703,qualifying,VB
703,for,IN
703,reimbursement,NN
703,under,IN
703,this,DT
703,article,NN
703,shall,MD
703,be,VB
703,guaranteed,VB
703,each,DT
703,pay,NN
703,period,NN
703,mileage,NN
703,reimbursement,NN
703,mou05,NN
703,41821,CD
703,43638,CD
703,29equal,CD
703,to,TO
703,the,DT
703,number,NN
703,of,IN
703,day,NN
703,in,IN
703,the,DT
703,pay,NN
703,period,NN
703,for,IN
703,which,WDT
703,the,DT
703,employee,NN
703,receives,VB
703,reimbursement,NN
703,under,IN
703,the,DT
703,provision,NN
703,of,IN
703,laac,NN
703,section,NN
703,4.23,CD
703,time,NN
703,ten,CD
703,mile,NN
704,e.,NN
704,for,IN
704,employee,NN
704,who,WP
704,do,VB
704,not,RB
704,qualify,VB
704,for,IN
704,mileage,NN
704,reimbursement,NN
704,under,IN
704,d.,NN
704,above,IN
704,but,CC
704,are,VB
704,required,VB
704,and,CC
704,designated,VB
704,by,IN
704,management,NN
704,to,TO
704,bring,VB
704,personal,JJ
704,vehicle,NN
704,to,TO
704,work,VB
704,each,DT
704,day,NN
704,such,JJ
704,employee,NN
704,shall,MD
704,receive,VB
704,reimbursement,NN
704,for,IN
704,twenty-five,CD
704,25,CD
704,mile,NN
704,each,DT
704,week,NN
704,regardless,RB
704,of,IN
704,whether,IN
704,or,CC
704,not,RB
704,the,DT
704,vehicle,NN
704,is,VB
704,driven,VB
704,for,IN
704,city,NN
704,business,NN
705,f.,NN
705,employees,NN
705,shall,MD
705,only,RB
705,receive,VB
705,one,CD
705,mileage,NN
705,payment,NN
705,under,IN
705,or,CC
705,above,IN
705,whichever,WDT
705,is,VB
705,greater,JJ
706,g.,NN
706,in,IN
706,the,DT
706,event,NN
706,that,IN
706,city,NN
706,parking,NN
706,placard,NN
706,are,VB
706,not,RB
706,made,VB
706,available,JJ
706,to,TO
706,inspector,NN
706,covered,VB
706,by,IN
706,this,DT
706,mou,NN
706,the,DT
706,city,NN
706,shall,MD
706,reimburse,VB
706,employee,NN
706,who,WP
706,incur,VB
706,parking,VB
706,expense,NN
706,in,IN
706,connection,NN
706,with,IN
706,official,JJ
706,city,NN
706,business,NN
707,reimbursement,NN
707,shall,MD
707,be,VB
707,made,VB
707,within,IN
707,two,CD
707,pay,NN
707,period,NN
707,of,IN
707,the,DT
707,expense,NN
707,having,VB
707,been,VB
707,submitted,VB
707,to,TO
707,the,DT
707,city,NN
708,section,NN
708,ii,NN
708,in,IN
708,addition,NN
708,to,TO
708,the,DT
708,mileage,NN
708,reimbursement,NN
708,described,VB
708,in,IN
708,section,NN
708,above,IN
708,effective,JJ
708,june,NN
708,25,CD
708,2017,CD
708,each,DT
708,employee,NN
708,who,WP
708,is,VB
708,authorized,VB
708,to,TO
708,use,VB
708,his/her,PRP$
708,own,JJ
708,vehicle,NN
708,pursuant,NN
708,to,TO
708,laac,NN
708,sections,NN
708,4.229,CD
708,in,IN
708,the,DT
708,performance,NN
708,of,IN
708,his/her,PRP$
708,duty,NN
708,shall,MD
708,receive,VB
708,non-pensionable,JJ
708,reimbursement,NN
708,of,IN
708,$,$
708,80,CD
708,eighty,CD
708,dollar,NN
708,every,DT
708,two,CD
708,pay,NN
708,period,NN
708,in,IN
708,which,WDT
708,the,DT
708,employee,NN
708,drive,NN
708,at,IN
1858,leave,VB
708,200,CD
708,mile,NN
708,for,IN
708,city,NN
708,business,NN
708,and,CC
708,average,JJ
708,retail,JJ
708,gas,NN
708,price,NN
708,for,IN
708,regular,JJ
708,unleaded,JJ
708,in,IN
708,the,DT
708,los,NN
708,angeles,NN
708,region,NN
708,is,VB
708,at,IN
1861,leave,VB
708,$,$
708,1.75,CD
708,per,IN
708,gallon,NN
708,of,IN
708,the,DT
708,third,JJ
708,monday,NN
708,of,IN
708,the,DT
708,prior,JJ
708,month,NN
708,shown,VB
708,by,IN
708,the,DT
708,energy,NN
708,information,NN
708,administration,NN
708,u.s.,NN
708,department,NN
708,of,IN
708,energy,NN
709,article,NN
709,5.9,CD
709,deputy,NN
709,pay,NN
709,employees,NN
709,in,IN
709,the,DT
709,class,NN
709,of,IN
709,assistant,JJ
709,inspector,NN
709,code,NN
709,4208,CD
709,construction,NN
709,inspector,NN
709,code,NN
709,7291,CD
709,and,CC
709,senior,JJ
709,construction,NN
709,inspector,NN
709,code,NN
709,7294,CD
709,shall,MD
709,receive,VB
709,in,IN
709,addition,NN
709,to,TO
709,all,DT
709,regular,JJ
709,and,CC
709,premium,JJ
709,compensation,NN
709,the,DT
709,following,JJ
709,amount,NN
709,for,IN
709,holding,VB
709,valid,JJ
709,registration,NN
709,deputy,NN
709,building,NN
709,inspectors,NN
709,in,IN
709,the,DT
709,category,NN
709,shown,VB
709,below,IN
709,in,IN
709,accordance,NN
709,with,IN
709,ordinance,NN
709,no,DT
710,162435,CD
711,deputy,NN
711,pay,NN
711,registration,NN
711,bonus,NN
711,are,VB
711,per,IN
711,hour,NN
711,and,CC
711,pensionable,JJ
712,registration,NN
712,effective,JJ
712,41646,CD
712,effective,JJ
712,42911,CD
712,steel,NN
712,construction,NN
712,$,$
712,2.37,CD
712,$,$
712,2.61,CD
712,masonry,NN
712,construction,NN
712,$,$
712,1.45,CD
712,$,$
712,1.6,CD
712,pre-stressed,JJ
712,concrete,JJ
712,$,$
712,1.17,CD
712,$,$
712,1.29,CD
712,concrete,JJ
712,construction,NN
712,$,$
712,1.29,CD
712,$,$
712,1.35,CD
712,wood,NN
712,construction,NN
712,n/a,RB
712,$,$
712,1.52,CD
712,methane,NN
712,n/a,RB
712,$,$
712,0.75,CD
712,exterior,JJ
712,insulation,NN
712,and,CC
712,finish,JJ
712,system,NN
712,n/a,RB
712,$,$
712,0.75,CD
712,mou05,NN
712,41821,CD
712,43638,CD
712,30employees,CD
712,in,IN
712,class,NN
712,other,JJ
712,than,IN
712,construction,NN
712,inspector,NN
712,code,NN
712,7291,CD
712,and,CC
712,senior,JJ
712,construction,NN
712,inspector,NN
712,code,NN
712,7294,CD
712,who,WP
712,are,VB
712,being,VB
712,compensated,VB
712,for,IN
712,valid,JJ
712,deputy,NN
712,building,NN
712,inspector,NN
712,registration,NN
712,of,IN
712,july,NN
712,1990,CD
712,shall,MD
712,continue,VB
712,to,TO
712,receive,VB
712,such,JJ
712,compensation,NN
712,until,IN
712,the,DT
712,expiration,NN
712,date,NN
712,of,IN
712,the,DT
712,registration,NN
712,such,JJ
712,employee,NN
712,shall,MD
712,not,RB
712,receive,VB
712,deputy,NN
712,pay,NN
712,upon,IN
712,renewal,NN
712,of,IN
712,the,DT
712,registration,NN
712,employees,NN
712,in,IN
712,the,DT
712,class,NN
712,of,IN
712,construction,NN
712,inspector,NN
712,code,NN
712,7291,CD
712,and,CC
712,senior,JJ
712,construction,NN
712,inspector,NN
712,code,NN
712,7294,CD
712,shall,MD
712,receive,VB
712,in,IN
712,addition,NN
712,to,TO
712,all,DT
712,regular,JJ
712,and,CC
712,premium,JJ
712,compensation,NN
712,the,DT
712,following,JJ
712,amount,NN
712,for,IN
712,holding,VB
712,valid,JJ
712,registration,NN
712,deputy,NN
712,building,NN
712,inspectors,NN
712,in,IN
712,the,DT
712,category,NN
712,shown,VB
712,below,IN
712,in,IN
712,accordance,NN
712,with,IN
712,ordinance,NN
712,no,DT
713,162435,CD
714,registration,NN
714,effective,JJ
714,41646,CD
714,effective,JJ
714,42911,CD
714,gunite/shot-crete,JJ
714,$,$
714,0.25,CD
714,$,$
714,0.3,CD
714,seismic,JJ
714,torque,NN
714,testing,VB
714,renamed,VB
714,drilled-in-anchors,NN
714,$,$
714,0.25,CD
714,$,$
714,0.75,CD
714,sprayed,VB
714,fire-resistant,JJ
714,materials,NN
714,$,$
714,0.25,CD
714,$,$
714,0.3,CD
714,employees,NN
714,in,IN
714,the,DT
714,class,NN
714,of,IN
714,construction,NN
714,inspector,NN
714,code,NN
714,7291,CD
714,and,CC
714,senior,JJ
714,construction,NN
714,inspector,NN
714,code,NN
714,7294,CD
714,in,IN
714,pola,NN
714,only,RB
714,shall,MD
714,receive,VB
714,in,IN
714,addition,NN
714,to,TO
714,all,DT
714,regular,JJ
714,and,CC
714,premium,JJ
714,compensation,NN
714,the,DT
714,following,JJ
714,amount,NN
714,for,IN
714,holding,VB
714,valid,JJ
714,registration,NN
714,deputy,NN
714,building,NN
714,inspectors,NN
714,in,IN
714,the,DT
714,category,NN
714,shown,VB
714,below,IN
714,in,IN
714,accordance,NN
714,with,IN
714,ordinance,NN
714,no,DT
715,162435,CD
716,registration,NN
716,effective,JJ
716,41646,CD
716,effective,JJ
716,42911,CD
716,grading,VB
716,$,$
716,0.25,CD
716,$,$
716,0.3,CD
716,the,DT
716,appointing,VB
716,authority,NN
716,shall,MD
716,certify,VB
716,to,TO
716,the,DT
716,controller,NN
716,that,IN
716,the,DT
716,employee,NN
716,who,WP
716,receive,VB
716,deputy,NN
716,pay,NN
716,in,IN
716,accordance,NN
716,with,IN
716,the,DT
716,article,NN
716,hold,VB
716,appropriate,JJ
716,valid,JJ
716,registration,NN
716,for,IN
716,the,DT
716,payment,NN
716,shown,VB
716,above,IN
717,employees,NN
717,in,IN
717,the,DT
717,public,JJ
717,works,NN
717,and,CC
717,pola,NN
717,departments,NN
717,shall,MD
717,be,VB
717,reimbursed,VB
717,for,IN
717,the,DT
717,international,JJ
717,code,NN
717,council,NN
717,icc,NN
717,examination,NN
717,fee,NN
717,required,VB
717,to,TO
717,obtain,VB
717,valid,JJ
717,registration,NN
717,for,IN
717,which,WDT
717,employee,NN
717,are,VB
717,compensated,VB
717,under,IN
717,this,DT
717,article,NN
718,employees,NN
718,shall,MD
718,be,VB
718,authorized,VB
718,reimbursement,NN
718,for,IN
718,successful,JJ
718,completion,NN
718,of,IN
718,icc,NN
718,examination,NN
718,upon,IN
718,presentation,NN
718,by,IN
718,the,DT
718,employee,NN
718,of,IN
718,paid,VB
718,receipt,NN
718,for,IN
718,such,JJ
718,fee,NN
718,and,CC
718,the,DT
718,valid,JJ
718,icc,NN
718,certification,NN
718,to,TO
718,his/her,PRP$
718,appointing,VB
718,authority,NN
719,ladbs,VB
719,shall,MD
719,be,VB
719,authorized,VB
719,to,TO
719,waive,VB
719,the,DT
719,city,NN
719,fee,NN
719,for,IN
719,any,DT
719,of,IN
719,the,DT
719,four,CD
719,certificates,NN
719,of,IN
719,registration,NN
719,listed,VB
719,above,IN
719,for,IN
719,any,DT
719,employee,NN
719,subject,NN
719,to,TO
719,the,DT
719,provision,NN
719,of,IN
719,this,DT
719,article,NN
720,each,DT
720,certificate,NN
720,of,IN
720,registration,NN
720,so,RB
720,granted,VB
720,under,IN
720,this,DT
720,section,NN
720,shall,MD
720,be,VB
720,stamped,VB
720,by,IN
720,ladbs,NN
720,with,IN
720,the,DT
720,word,NN
720,``,``
720,city,NN
720,use,NN
720,only,RB
720,'',''
721,employees,NN
721,in,IN
721,the,DT
721,class,NN
721,of,IN
721,construction,NN
721,inspector,NN
721,code,NN
721,7291,CD
721,and,CC
721,senior,JJ
721,construction,NN
721,inspector,NN
721,code,NN
721,7294,CD
721,in,IN
721,the,DT
721,public,JJ
721,works,NN
721,and,CC
721,pola,NN
721,departments,NN
721,who,WP
721,hold,VB
721,valid,JJ
721,registration,NN
721,deputy,NN
721,building,VB
721,inspector,NN
721,in,IN
721,the,DT
721,category,NN
721,of,IN
721,reinforced,JJ
721,mou05,NN
721,41821,CD
721,43638,CD
721,31concrete,CD
721,reinforced,JJ
721,masonry,NN
721,or,CC
721,structural,JJ
721,steel,NN
721,welding,VB
721,shall,MD
721,be,VB
721,permitted,VB
721,to,TO
721,obtain,VB
721,by,IN
721,passing,VB
721,the,DT
721,appropriate,JJ
721,examination,NN
721,additional,JJ
721,deputy,NN
721,registration,NN
722,the,DT
722,four,CD
722,years',PRP$
722,experience,NN
722,requirement,NN
722,shall,MD
722,be,VB
722,waived,VB
722,by,IN
722,the,DT
722,city,NN
722,for,IN
722,any,DT
722,additional,JJ
722,registration,NN
722,certificate,NN
723,during,IN
723,the,DT
723,term,NN
723,of,IN
723,this,DT
723,mou,NN
723,if,IN
723,any,DT
723,new,JJ
723,deputy,NN
723,license,NN
723,are,VB
723,added,VB
723,the,DT
723,party,NN
723,agree,VB
723,to,TO
723,reopen,VB
723,this,DT
723,article,NN
723,to,TO
723,negotiate,VB
723,rate,NN
723,for,IN
723,those,DT
723,license,NN
724,if,IN
724,the,DT
724,title,NN
724,of,IN
724,deputy,NN
724,pay,NN
724,or,CC
724,deputy,NN
724,pay,NN
724,registration,NN
724,change,NN
724,during,IN
724,the,DT
724,term,NN
724,of,IN
724,this,DT
724,mou,NN
724,the,DT
724,party,NN
724,agree,VB
724,to,TO
724,adjust,VB
724,herein,RB
724,accordingly,RB
725,article,NN
725,5.1,CD
725,hazardous,JJ
725,and,CC
725,obnoxious,JJ
725,pay,NN
725,employees,NN
725,covered,VB
725,by,IN
725,this,DT
725,mou,NN
725,shall,MD
725,not,RB
725,be,VB
725,eligible,JJ
725,for,IN
725,adjusted,VB
725,salary,NN
725,under,IN
725,the,DT
725,provision,NN
725,of,IN
725,notes,NN
725,``,``
725,'',''
725,and,CC
725,``,``
725,'',''
725,of,IN
725,schedule,NN
725,of,IN
725,laac,NN
725,section,NN
725,4.61,CD
726,in,IN
726,lieu,NN
726,thereof,RB
726,unit,NN
726,employee,NN
726,shall,MD
726,receive,VB
726,additional,JJ
726,salary,NN
726,for,IN
726,specified,JJ
726,assignment,NN
726,in,IN
726,specified,JJ
726,class,NN
726,follows,VB
726,employees,NN
726,in,IN
726,any,DT
726,unit,NN
726,class,NN
726,required,VB
726,to,TO
726,perform,VB
726,duty,NN
726,more,RB
726,than,IN
726,50,CD
726,%,%
726,of,IN
726,work,NN
726,day,NN
726,consisting,VB
726,of,IN
726,working,VB
726,on,IN
726,ladder,NN
726,scaffolding,VB
726,hydraulic,JJ
726,lift,NN
726,platform,NN
726,or,CC
726,working,VB
726,from,IN
726,scaffold,VB
726,or,CC
726,other,JJ
726,device,NN
726,that,WDT
726,is,VB
726,suspended,VB
726,by,IN
726,rope,NN
726,or,CC
726,cable,NN
726,or,CC
726,operating,NN
726,compressed,VB
726,air,NN
726,spray,NN
726,apparatus,NN
726,to,TO
726,spray,VB
726,emulsified,JJ
726,asphalt,NN
726,or,CC
726,weed,VB
726,control,JJ
726,chemical,NN
726,from,IN
726,moving,VB
726,vehicle,NN
726,or,CC
726,to,TO
726,spray,VB
726,paint,NN
726,or,CC
726,using,VB
726,steam,NN
726,cleaning,NN
726,apparatus,NN
726,employing,VB
726,heavy-duty,JJ
726,caustic,JJ
726,soda,NN
726,detergent,NN
726,shall,MD
726,receive,VB
726,for,IN
726,each,DT
726,day,NN
726,so,RB
726,assigned,JJ
726,non-pensionable,JJ
726,salary,NN
726,at,IN
726,the,DT
726,appropriate,JJ
726,step,NN
726,of,IN
726,the,DT
726,second,JJ
726,premium,JJ
726,level,NN
726,5.5,CD
726,%,%
726,above,IN
726,the,DT
726,salary,NN
726,range,NN
726,prescribed,VB
726,for,IN
726,the,DT
726,class,NN
727,whenever,WRB
727,an,DT
727,employee,NN
727,is,VB
727,performing,VB
727,duty,NN
727,over,IN
727,50,CD
727,%,%
727,of,IN
727,his/her,PRP$
727,time,NN
727,in,IN
727,any,DT
727,one,CD
727,day,NN
727,in,IN
727,sewer,NN
727,over,IN
727,five,CD
727,foot,NN
727,in,IN
727,depth,NN
727,consisting,NN
727,of,IN
727,timbering,VB
727,shoring,VB
727,tunneling,VB
727,pipe,NN
727,laying,NN
727,and,CC
727,concreting,VB
727,the,DT
727,employee,NN
727,shall,MD
727,receive,VB
727,for,IN
727,each,DT
727,such,JJ
727,day,NN
727,non-pensionable,JJ
727,salary,NN
727,at,IN
727,the,DT
727,second,JJ
727,premium,JJ
727,level,NN
727,rate,NN
727,5.5,CD
727,%,%
727,above,IN
727,the,DT
727,appropriate,JJ
727,step,NN
727,of,IN
727,his/her,PRP$
727,salary,NN
727,range,NN
728,article,NN
728,5.11,CD
728,minimum,JJ
728,pay,NN
728,for,IN
728,inspections,NN
728,in,IN
728,off-duty,JJ
728,hours,NN
728,an,DT
728,employee,NN
728,shall,MD
728,receive,VB
728,minimum,JJ
728,payment,NN
728,equivalent,NN
728,to,TO
728,four,CD
728,hour,NN
728,of,IN
728,pay,NN
728,at,IN
728,time,NN
728,and,CC
728,half,NN
728,whenever,WRB
728,he/she,PRP
728,is,VB
728,required,VB
728,by,IN
728,the,DT
728,administrative,JJ
728,head,NN
728,of,IN
728,his/her,PRP$
728,department,NN
728,office,NN
728,or,CC
728,bureau,NN
728,to,TO
728,return,VB
728,to,TO
728,duty,NN
728,following,VB
728,completion,NN
728,of,IN
728,the,DT
728,employee,NN
728,'s,PRP$
728,work,NN
728,shift,NN
728,and,CC
728,departure,NN
728,from,IN
728,the,DT
728,work,NN
728,location,NN
728,or,CC
728,to,TO
728,report,VB
728,for,IN
728,duty,NN
728,on,IN
728,the,DT
728,employee,NN
728,'s,PRP$
728,regular,JJ
728,day,NN
728,off,IN
729,for,IN
729,the,DT
729,purpose,NN
729,of,IN
729,this,DT
729,article,NN
729,duty,NN
729,time,NN
729,contiguous,JJ
729,to,TO
729,and,CC
729,continuing,VB
729,into,IN
729,normal,JJ
729,work,NN
729,shift,NN
729,will,MD
729,not,RB
729,be,VB
729,treated,VB
729,off,RP
729,duty,NN
729,hours,NN
729,but,CC
729,will,MD
729,instead,RB
729,be,VB
729,compensated,VB
729,overtime,NN
730,management,NN
730,maintains,VB
730,it,PRP
730,authority,NN
730,to,TO
730,determine,VB
730,off,RP
730,duty,NN
730,hours,NN
730,and,CC
730,scheduling,VB
730,requirement,NN
731,mou05,NN
731,41821,CD
731,43638,CD
731,32article,CD
731,5.12,CD
731,stand-by,NN
731,provisions,NN
731,designation,NN
731,of,IN
731,and,CC
731,responsibilities,NN
731,of,IN
731,employees,NN
731,management,NN
731,may,MD
731,designate,VB
731,certain,JJ
731,employee,NN
731,to,TO
731,be,VB
731,on,IN
731,stand-by,NN
731,duty,NN
732,stand-by,NN
732,list,NN
732,will,MD
732,be,VB
732,established,VB
732,using,VB
732,the,DT
732,following,JJ
732,method,NN
732,volunteers,NN
732,in,IN
732,the,DT
732,classification,NN
732,required,VB
733,in,IN
733,class,NN
733,seniority,NN
733,in,IN
733,classification,NN
733,required,VB
734,c.,NN
734,special,JJ
734,skill,NN
734,required,VB
735,stand-by,NN
735,duty,NN
735,will,MD
735,rotate,VB
735,among,IN
735,eligible,JJ
735,employee,NN
735,minimum,NN
735,of,IN
735,every,DT
735,two,CD
735,payroll,NN
735,period,NN
735,long,JJ
735,there,EX
735,are,VB
735,at,IN
1863,leave,VB
735,two,CD
735,eligible,JJ
735,employee,NN
736,new,JJ
736,employee,NN
736,and/or,CC
736,employee,NN
736,who,WP
736,had,VB
736,opted,VB
736,off,IN
736,of,IN
736,stand-by,NN
736,provision,NN
736,and,CC
736,desire,NN
736,to,TO
736,return,VB
736,will,MD
736,be,VB
736,added,VB
736,to,TO
736,the,DT
736,bottom,NN
736,of,IN
736,the,DT
736,list,NN
737,management,NN
737,may,MD
737,at,IN
737,it,PRP
737,discretion,NN
737,provide,VB
737,assigned,VB
737,employee,NN
737,with,IN
737,cell,NN
737,phone,NN
737,or,CC
737,other,JJ
737,electronic,JJ
737,device,NN
738,however,RB
738,only,RB
738,those,DT
738,employee,NN
738,actually,RB
738,designated,VB
738,and,CC
738,assigned,VB
738,to,TO
738,be,VB
738,on,IN
738,stand-by,NN
738,while,IN
738,not,RB
738,otherwise,RB
738,on,IN
738,duty,NN
738,shall,MD
738,receive,VB
738,the,DT
738,prescribed,JJ
738,hourly,JJ
738,bonus,NN
738,for,IN
738,wearing,VB
738,cell,NN
738,phone,NN
738,or,CC
738,other,JJ
738,electronic,JJ
738,device,NN
738,by,IN
738,which,WDT
738,they,PRP
738,can,MD
738,be,VB
738,contacted,VB
739,when,WRB
739,call,NN
739,is,VB
739,made,VB
739,to,TO
739,an,DT
739,employee,NN
739,that,WDT
739,employee,NN
739,shall,MD
739,return,VB
739,the,DT
739,call,NN
739,promptly,RB
739,by,IN
739,telephone,NN
739,and,CC
739,report,NN
739,to,TO
739,the,DT
739,required,JJ
739,work,NN
739,location,NN
739,within,IN
739,an,DT
739,hour,NN
739,of,IN
739,the,DT
739,telephone,NN
739,response,NN
740,failure,NN
740,to,TO
740,respond,VB
740,by,IN
740,telephone,NN
740,promptly,RB
740,and,CC
740,to,TO
740,show,VB
740,up,RP
740,at,IN
740,the,DT
740,designated,JJ
740,location,NN
740,within,IN
740,an,DT
740,hour,NN
740,may,MD
740,result,VB
740,in,IN
740,deletion,NN
740,from,IN
740,the,DT
740,stand-by,NN
740,list,NN
741,in,IN
741,addition,NN
741,that,IN
741,employee,NN
741,will,MD
741,not,RB
741,receive,VB
741,stand-by,NN
741,pay,NN
741,for,IN
741,the,DT
741,entire,JJ
741,period,NN
741,of,IN
741,time,NN
741,the,DT
741,employee,NN
741,was,VB
741,designated,VB
741,to,TO
741,be,VB
741,on,IN
741,stand-by,NN
741,and,CC
741,his/her,PRP$
741,name,NN
741,will,MD
741,be,VB
741,placed,VB
741,at,IN
741,the,DT
741,bottom,NN
741,of,IN
741,the,DT
741,list,NN
742,the,DT
742,next,JJ
742,employee,NN
742,on,IN
742,the,DT
742,stand-by,NN
742,list,NN
742,shall,MD
742,then,RB
742,be,VB
742,called,VB
742,to,TO
742,respond,VB
742,and,CC
742,if,IN
742,the,DT
742,employee,NN
742,report,NN
742,to,TO
742,designated,VB
742,site,NN
742,he/she,PRP
742,will,MD
742,receive,VB
742,the,DT
742,stand-by,NN
742,pay,NN
742,if,IN
742,he/she,PRP
742,was,VB
742,the,DT
742,designated,VB
742,employee,NN
742,assigned,VB
742,on,IN
742,stand-by,NN
742,stand-by,NN
742,pay,NN
742,employees,NN
742,who,WP
742,are,VB
742,assigned,VB
742,stand-by,NN
742,duty,NN
742,by,IN
742,management,NN
742,shall,MD
742,receive,VB
742,non-pensionable,JJ
742,two,CD
742,dollar,NN
742,$,$
742,2,CD
742,per,IN
742,hour,NN
742,for,IN
742,each,DT
742,hour,NN
742,on,IN
742,such,JJ
742,assignment,NN
743,when,WRB
743,called,VB
743,the,DT
743,employee,NN
743,will,MD
743,be,VB
743,paid,VB
743,at,IN
743,the,DT
743,regular,JJ
743,overtime,NN
743,rate,NN
743,for,IN
743,the,DT
743,class,NN
743,from,IN
743,the,DT
743,time,NN
743,of,IN
743,the,DT
743,telephone,NN
743,response,NN
743,through,IN
743,completion,NN
743,of,IN
743,the,DT
743,call,NN
744,notwithstanding,VB
744,the,DT
744,provision,NN
744,of,IN
744,article,NN
744,5.3-overtime,CD
744,all,DT
744,premium,JJ
744,pay,NN
744,earned,VB
744,on,IN
744,stand-by,NN
744,will,MD
744,be,VB
744,paid,VB
744,in,IN
744,cash,NN
745,stand-by,NN
745,pay,NN
745,excludes,NN
745,time,NN
745,spent,VB
745,commuting,VB
745,to,TO
745,and,CC
745,from,IN
745,worksite,NN
745,which,WDT
745,requires,VB
745,an,DT
745,employee's,PRP$
745,presence,NN
746,such,JJ
746,time,NN
746,shall,MD
746,count,VB
746,hour,NN
746,worked,VB
746,for,IN
746,purpose,NN
746,of,IN
746,computing,VB
746,overtime,JJ
746,pay,NN
747,in,IN
747,the,DT
747,event,NN
747,an,DT
747,employee,NN
747,on,IN
747,stand-by,NN
747,duty,NN
747,is,VB
747,called,VB
747,to,TO
747,return,VB
747,to,TO
747,work,VB
747,by,IN
747,management,NN
747,said,VB
747,employee,NN
747,shall,MD
747,be,VB
747,subject,JJ
747,to,TO
747,the,DT
747,provision,NN
747,of,IN
747,article,NN
747,5.11,CD
747,mou05,NN
747,41821,CD
747,43638,CD
747,33minimum,CD
747,pay,NN
747,for,IN
747,inspections,NN
747,in,IN
747,off,IN
747,duty-hours,NN
747,and,CC
747,shall,MD
747,not,RB
747,receive,VB
747,stand-by,NN
747,pay,NN
747,while,IN
747,receiving,VB
747,call,VB
747,back,RB
747,pay,NN
748,article,NN
748,5.13,CD
748,reimbursement,NN
748,for,IN
748,theft,NN
748,of,IN
748,cash,NN
748,or,CC
748,lost,VB
748,or,CC
748,damaged,VB
748,property,NN
748,any,DT
748,employee,NN
748,covered,VB
748,by,IN
748,this,DT
748,mou,NN
748,who,WP
748,suffers,VB
748,money,NN
748,loss,NN
748,due,JJ
748,to,TO
748,theft,NN
748,or,CC
748,an,DT
748,armed,JJ
748,robbery,NN
748,or,CC
748,mugging,VB
748,while,IN
748,on,IN
748,duty,NN
748,shall,MD
748,be,VB
748,entitled,VB
748,to,TO
748,reimbursement,NN
748,from,IN
748,the,DT
748,city,NN
748,for,IN
748,an,DT
748,amount,NN
748,not,RB
748,to,TO
748,exceed,VB
748,$,$
748,250,CD
748,two,CD
748,hundred,CD
748,fifty,CD
748,dollar,NN
748,provided,VB
748,that,IN
748,the,DT
748,employee,NN
748,soon,RB
748,possible,JJ
748,after,IN
748,the,DT
748,incident,NN
748,has,VB
748,reported,VB
748,the,DT
748,theft,NN
748,to,TO
748,the,DT
748,law,NN
748,enforcement,NN
748,agency,NN
748,having,VB
748,jurisdiction,NN
748,and,CC
748,has,VB
748,provided,VB
748,management,NN
748,with,IN
748,verification,NN
748,of,IN
748,such,JJ
748,report,NN
749,reimbursement,NN
749,for,IN
749,lost,VB
749,or,CC
749,damaged,VB
749,employee,NN
749,property,NN
749,shall,MD
749,be,VB
749,in,IN
749,accordance,NN
749,with,IN
749,the,DT
749,provision,NN
749,of,IN
749,laac,NN
749,sections,NN
749,4.106.1,CD
749,through,IN
749,4.106.15,CD
750,article,NN
750,5.14,CD
750,icc,NN
750,certification,NN
750,employees,NN
750,who,WP
750,are,VB
750,employed,VB
750,in,IN
750,the,DT
750,classification,NN
750,listed,VB
750,below,IN
750,who,WP
750,are,VB
750,certified,VB
750,by,IN
750,the,DT
750,following,JJ
750,professional,JJ
750,association,NN
750,international,JJ
750,code,NN
750,council,NN
750,icc,NN
750,international,JJ
750,association,NN
750,of,IN
750,plumbing,NN
750,and,CC
