,Sentence #,Word,POS
35740,792.0,be,VB
35741,792.0,permitted,VBN
35742,792.0,to,TO
35743,792.0,accumulate,VB
35744,792.0,up,RP
35745,792.0,to,TO
35746,792.0,80,CD
35747,792.0,hour,NN
35748,792.0,of,IN
35749,792.0,compensatory,JJ
35750,792.0,time,NN
35751,792.0,off,RP
35752,792.0,cto,NN
35753,792.0,on,IN
35754,792.0,occasion,NN
35755,792.0,employee,NN
35756,792.0,may,MD
35757,792.0,accumulate,VB
35758,792.0,cto,NN
35759,792.0,in,IN
35760,792.0,excess,NN
35761,792.0,of,IN
35762,792.0,80,CD
35763,792.0,hour,NN
35764,792.0,for,IN
35765,792.0,temporary,JJ
35766,792.0,period,NN
35767,792.0,of,IN
35768,792.0,time,NN
35769,793.0,if,IN
35770,793.0,an,DT
35771,793.0,employee,NN
35772,793.0,doe,NN
35773,793.0,not,RB
35774,793.0,schedule,JJ
35775,793.0,and,CC
35776,793.0,take,VB
35777,793.0,cto,NN
35778,793.0,which,WDT
35779,793.0,is,VBZ
35780,793.0,in,IN
35781,793.0,excess,NN
35782,793.0,of,IN
35783,793.0,80,CD
35784,793.0,hour,NN
35785,793.0,prior,RB
35786,793.0,to,TO
35787,793.0,the,DT
35788,793.0,end,NN
35789,793.0,of,IN
35790,793.0,the,DT
35791,793.0,fiscal,JJ
35792,793.0,year,NN
35793,793.0,management,NN
35794,793.0,may,MD
35795,793.0,require,VB
35796,793.0,employee,NN
35797,793.0,to,TO
35798,793.0,use,VB
35799,793.0,cto,NN
35800,793.0,that,WDT
35801,793.0,exceeds,VBZ
35802,793.0,80,CD
35803,793.0,hour,NN
35804,793.0,prior,RB
35805,793.0,to,TO
35806,793.0,the,DT
35807,793.0,end,NN
35808,793.0,of,IN
35809,793.0,the,DT
35810,793.0,fiscal,JJ
35811,793.0,year,NN
35812,793.0,require,VBP
35813,793.0,employee,NN
35814,793.0,to,TO
35815,793.0,use,VB
35816,793.0,such,JJ
35817,793.0,time,NN
35818,793.0,in,IN
35819,793.0,lieu,NN
35820,793.0,of,IN
35821,793.0,vacation,NN
35822,793.0,unless,IN
35823,793.0,the,DT
35824,793.0,mandatory,JJ
35825,793.0,use,NN
35826,793.0,of,IN
35827,793.0,cto,NN
35828,793.0,would,MD
35829,793.0,result,VB
35830,793.0,in,IN
35831,793.0,the,DT
35832,793.0,loss,NN
35833,793.0,of,IN
35834,793.0,vacation,NN
35835,793.0,accumulation,NN
35836,793.0,or,CC
35837,793.0,other,JJ
35838,793.0,leave,JJ
35839,793.0,time,NN
35840,793.0,or,CC
35841,793.0,authorize,VB
35842,793.0,cash,NN
35843,793.0,payment,NN
35844,794.0,in,IN
35845,794.0,the,DT
35846,794.0,event,NN
35847,794.0,sufficient,NN
35848,794.0,fund,NN
35849,794.0,are,VBP
35850,794.0,not,RB
35851,794.0,available,JJ
35852,794.0,to,TO
35853,794.0,provide,VB
35854,794.0,cash,NN
35855,794.0,compensation,NN
35856,794.0,for,IN
35857,794.0,all,DT
35858,794.0,or,CC
35859,794.0,portion,NN
35860,794.0,of,IN
35861,794.0,the,DT
35862,794.0,cto,JJ
35863,794.0,hour,NN
35864,794.0,in,IN
35865,794.0,excess,NN
35866,794.0,of,IN
35867,794.0,80,CD
35868,794.0,management,NN
35869,794.0,may,MD
35870,794.0,extend,VB
35871,794.0,the,DT
35872,794.0,time,NN
35873,794.0,limit,NN
35874,794.0,for,IN
35875,794.0,period,NN
35876,794.0,not,RB
35877,794.0,to,TO
35878,794.0,exceed,VB
35879,794.0,one,CD
35880,794.0,year,NN
35881,795.0,in,IN
35882,795.0,accordance,NN
35883,795.0,with,IN
35884,795.0,flsa,JJ
35885,795.0,no,DT
35886,795.0,employee,NN
35887,795.0,shall,MD
35888,795.0,lose,VB
35889,795.0,cto,NN
35890,796.0,an,DT
35891,796.0,employee,NN
35892,796.0,who,WP
35893,796.0,ha,VBZ
35894,796.0,requested,VBD
35895,796.0,the,DT
35896,796.0,use,NN
35897,796.0,of,IN
35898,796.0,cto,NN
35899,796.0,must,MD
35900,796.0,be,VB
35901,796.0,permitted,VBN
35902,796.0,by,IN
35903,796.0,management,NN
35904,796.0,to,TO
35905,796.0,use,VB
35906,796.0,such,JJ
35907,796.0,time,NN
35908,796.0,within,IN
35909,796.0,reasonable,JJ
35910,796.0,time,NN
35911,796.0,period,NN
35912,796.0,after,IN
35913,796.0,making,VBG
35914,796.0,the,DT
35915,796.0,request,NN
35916,796.0,unless,IN
35917,796.0,the,DT
35918,796.0,use,NN
35919,796.0,of,IN
35920,796.0,the,DT
35921,796.0,cto,NN
35922,796.0,unduly,RB
35923,796.0,disrupts,VBZ
35924,796.0,the,DT
35925,796.0,operation,NN
35926,796.0,of,IN
35927,796.0,the,DT
35928,796.0,department,NN
35929,797.0,this,DT
35930,797.0,standard,JJ
35931,797.0,doe,NN
35932,797.0,not,RB
35933,797.0,apply,VB
35934,797.0,to,TO
35935,797.0,non-flsa,JJ
35936,797.0,overtime,NN
35937,797.0,i.e.,NN
35938,797.0,overtime,NN
35939,797.0,earned,VBN
35940,797.0,pursuant,NN
35941,797.0,to,TO
35942,797.0,this,DT
35943,797.0,agreement,NN
35944,797.0,that,WDT
35945,797.0,doe,VBZ
35946,797.0,not,RB
35947,797.0,meet,VB
35948,797.0,the,DT
35949,797.0,flsa,JJ
35950,797.0,definition,NN
35951,797.0,of,IN
35952,797.0,overtime,NN
35953,797.0,under,IN
35954,797.0,no,DT
35955,797.0,circumstance,NN
35956,797.0,shall,MD
35957,797.0,compensated,VBD
35958,797.0,time,NN
35959,797.0,off,RP
35960,797.0,cto,NN
35961,797.0,in,IN
35962,797.0,excess,NN
35963,797.0,of,IN
35964,797.0,240,CD
35965,797.0,hour,NN
35966,797.0,be,VB
35967,797.0,accumulated,VBN
35968,797.0,111040/2080,CD
35969,797.0,plan,NN
35970,797.0,management,NN
35971,797.0,reserve,VB
35972,797.0,the,DT
35973,797.0,right,NN
35974,797.0,to,TO
35975,797.0,develop,VB
35976,797.0,26-week/1040,JJ
35977,797.0,hour,NN
35978,797.0,or,CC
35979,797.0,52-week/2080,JJ
35980,797.0,hour,NN
35981,797.0,work,NN
35982,797.0,period,NN
35983,797.0,under,IN
35984,797.0,flsa,JJ
35985,797.0,section,NN
35986,797.0,29,CD
35987,797.0,usc,JJ
35988,797.0,§207,NN
35989,797.0,and,CC
35990,797.0,during,IN
35991,797.0,the,DT
35992,797.0,term,NN
35993,797.0,of,IN
35994,797.0,this,DT
35995,797.0,mou,NN
35996,797.0,for,IN
35997,797.0,the,DT
35998,797.0,purpose,NN
35999,797.0,of,IN
36000,797.0,increasing,VBG
36001,797.0,scheduling,VBG
36002,797.0,flexibility,NN
36003,798.0,implementation,NN
36004,798.0,of,IN
36005,798.0,this,DT
36006,798.0,work,NN
36007,798.0,schedule,NN
36008,798.0,is,VBZ
36009,798.0,subject,JJ
36010,798.0,to,TO
36011,798.0,agreement,NN
36012,798.0,by,IN
36013,798.0,the,DT
36014,798.0,party,NN
36015,798.0,and,CC
36016,798.0,certification,NN
36017,798.0,of,IN
36018,798.0,the,DT
36019,798.0,union,NN
36020,798.0,bona,NN
36021,798.0,fide,NN
36022,798.0,by,IN
36023,798.0,the,DT
36024,798.0,national,JJ
36025,798.0,labor,NN
36026,798.0,relations,NNS
36027,798.0,board,NN
36028,798.0,nlrb,VBP
36029,798.0,article,NN
36030,798.0,20,CD
36031,798.0,night,NN
36032,798.0,assignment,NN
36033,798.0,and,CC
36034,798.0,shift,VB
36035,798.0,differential,JJ
36036,798.0,pay,NN
36037,798.0,second,JJ
36038,798.0,night,NN
36039,798.0,assignment,NN
36040,798.0,the,DT
36041,798.0,library,JJ
36042,798.0,department,NN
36043,798.0,shall,MD
36044,798.0,pay,VB
36045,798.0,the,DT
36046,798.0,bonus,NN
36047,798.0,for,IN
36048,798.0,all,DT
36049,798.0,hour,NN
36050,798.0,worked,VBN
36051,798.0,by,IN
36052,798.0,full-time,JJ
36053,798.0,librarian,JJ
36054,798.0,during,IN
36055,798.0,the,DT
36056,798.0,second,JJ
36057,798.0,night,NN
36058,798.0,assignment,NN
36059,799.0,for,IN
36060,799.0,the,DT
36061,799.0,purpose,NN
36062,799.0,of,IN
36063,799.0,this,DT
36064,799.0,article,NN
36065,799.0,the,DT
36066,799.0,second,JJ
36067,799.0,night,NN
36068,799.0,assignment,NN
36069,799.0,will,MD
36070,799.0,be,VB
36071,799.0,considered,VBN
36072,799.0,to,TO
36073,799.0,be,VB
36074,799.0,any,DT
36075,799.0,scheduling,JJ
36076,799.0,requirement,NN
36077,799.0,by,IN
36078,799.0,management,NN
36079,799.0,that,WDT
36080,799.0,mandate,NN
36081,799.0,that,IN
36082,799.0,an,DT
36083,799.0,employee,NN
36084,799.0,must,MD
36085,799.0,work,VB
36086,799.0,second,JJ
36087,799.0,evening,VBG
36088,799.0,shift,NN
36089,799.0,in,IN
36090,799.0,the,DT
36091,799.0,same,JJ
36092,799.0,calendar,NN
36093,799.0,week,NN
36094,799.0,which,WDT
36095,799.0,is,VBZ
36096,799.0,considered,VBN
36097,799.0,to,TO
36098,799.0,be,VB
36099,799.0,sunday,VBN
36100,799.0,through,IN
36101,799.0,the,DT
36102,799.0,following,JJ
36103,799.0,saturday,NN
36104,800.0,an,DT
36105,800.0,evening,NN
36106,800.0,shift,NN
36107,800.0,shall,MD
36108,800.0,be,VB
36109,800.0,considered,VBN
36110,800.0,to,TO
36111,800.0,be,VB
36112,800.0,any,DT
36113,800.0,8-hour,JJ
36114,800.0,work,NN
36115,800.0,shift,NN
36116,800.0,that,IN
36117,800.0,start,NN
36118,800.0,at,IN
36119,800.0,either,DT
36120,800.0,11:10,CD
36121,800.0,a.m.,NN
36122,800.0,or,CC
36123,800.0,11:40,CD
36124,800.0,a.m.,NN
36125,800.0,and,CC
36126,800.0,end,NN
36127,800.0,at,IN
36128,800.0,8:10,CD
36129,800.0,p.m.,NN
36130,800.0,or,CC
36131,800.0,later,RB
36132,801.0,the,DT
36133,801.0,bonus,NN
36134,801.0,shall,MD
36135,801.0,be,VB
36136,801.0,at,IN
36137,801.0,the,DT
36138,801.0,second,JJ
36139,801.0,premium,JJ
36140,801.0,level,NN
36141,801.0,rate,NN
36142,801.0,above,IN
36143,801.0,the,DT
36144,801.0,appropriate,JJ
36145,801.0,step,NN
36146,801.0,rate,NN
36147,801.0,of,IN
36148,801.0,the,DT
36149,801.0,salary,JJ
36150,801.0,range,NN
36151,801.0,prescribed,VBN
36152,801.0,for,IN
36153,801.0,the,DT
36154,801.0,class,NN
36155,801.0,of,IN
36156,801.0,the,DT
36157,801.0,employee,NN
36158,801.0,working,VBG
36159,801.0,the,DT
36160,801.0,qualifying,VBG
36161,801.0,shift,NN
36162,802.0,employees,NNS
36163,802.0,who,WP
36164,802.0,specifically,RB
36165,802.0,request,VBP
36166,802.0,to,TO
36167,802.0,work,VB
36168,802.0,second,JJ
36169,802.0,night,NN
36170,802.0,assignment,NN
36171,802.0,are,VBP
36172,802.0,excluded,VBN
36173,802.0,from,IN
36174,802.0,receiving,VBG
36175,802.0,the,DT
36176,802.0,second,JJ
36177,802.0,night,NN
36178,802.0,assignment,NN
36179,802.0,bonus,NN
36180,802.0,shift,NN
36181,802.0,differential,JJ
36182,802.0,notwithstanding,VBG
36183,802.0,the,DT
36184,802.0,provision,NN
36185,802.0,of,IN
36186,802.0,note,NN
36187,802.0,of,IN
36188,802.0,schedule,NN
36189,802.0,in,IN
36190,802.0,section,NN
36191,802.0,4.61,CD
36192,802.0,of,IN
36193,802.0,the,DT
36194,802.0,los,NN
36195,802.0,angeles,VBZ
36196,802.0,administrative,JJ
36197,802.0,code,NN
36198,802.0,laac,VBZ
36199,802.0,any,DT
36200,802.0,employee,NN
36201,802.0,who,WP
36202,802.0,is,VBZ
36203,802.0,assigned,VBN
36204,802.0,work,NN
36205,802.0,schedule,NN
36206,802.0,that,IN
36207,802.0,end,NN
36208,802.0,at,IN
36209,802.0,9:00,CD
36210,802.0,p.m.,NN
36211,802.0,or,CC
36212,802.0,later,RB
36213,802.0,shall,MD
36214,802.0,receive,VB
36215,802.0,for,IN
36216,802.0,each,DT
36217,802.0,such,JJ
36218,802.0,day,NN
36219,802.0,worked,VBD
36220,802.0,salary,JJ
36221,802.0,at,IN
36222,802.0,the,DT
36223,802.0,second,JJ
36224,802.0,premium,JJ
36225,802.0,level,NN
36226,802.0,rate,NN
36227,802.0,above,IN
36228,802.0,the,DT
36229,802.0,appropriate,JJ
36230,802.0,step,NN
36231,802.0,rate,NN
36232,802.0,of,IN
36233,802.0,the,DT
36234,802.0,salary,JJ
36235,802.0,range,NN
36236,802.0,prescribed,VBN
36237,802.0,for,IN
36238,802.0,the,DT
36239,802.0,class,NN
36240,803.0,the,DT
36241,803.0,procedure,NN
36242,803.0,for,IN
36243,803.0,the,DT
36244,803.0,payment,NN
36245,803.0,of,IN
36246,803.0,adjusted,JJ
36247,803.0,compensation,NN
36248,803.0,for,IN
36249,803.0,work,NN
36250,803.0,performed,VBN
36251,803.0,under,IN
36252,803.0,the,DT
36253,803.0,provision,NN
36254,803.0,of,IN
36255,803.0,this,DT
36256,803.0,article,NN
36257,803.0,shall,MD
36258,803.0,be,VB
36259,803.0,in,IN
36260,803.0,accordance,NN
36261,803.0,with,IN
36262,803.0,sections,NNS
36263,803.0,4.72,CD
36264,803.0,4.74,CD
36265,803.0,and,CC
36266,803.0,4.75,CD
36267,803.0,of,IN
36268,803.0,the,DT
36269,803.0,laac,NN
36270,804.0,article,NN
36271,804.0,21,CD
36272,804.0,substitution,NN
36273,804.0,for,IN
36274,804.0,supervisor,JJ
36275,804.0,absence,NN
36276,804.0,of,IN
36277,804.0,regular,JJ
36278,804.0,supervisor,NN
36279,804.0,whenever,WRB
36280,804.0,management,NN
36281,804.0,initially,RB
36282,804.0,assigns,VBZ
36283,804.0,an,DT
36284,804.0,employee,NN
36285,804.0,to,TO
36286,804.0,be,VB
36287,804.0,temporarily,RB
36288,804.0,in,IN
36289,804.0,charge,NN
36290,804.0,of,IN
36291,804.0,unit,NN
36292,804.0,due,JJ
36293,804.0,to,TO
36294,804.0,the,DT
36295,804.0,absence,NN
36296,804.0,of,IN
36297,804.0,the,DT
36298,804.0,regular,JJ
36299,804.0,supervisor,NN
36300,804.0,such,JJ
36301,804.0,employee,NN
36302,804.0,shall,MD
36303,804.0,become,VB
36304,804.0,eligible,JJ
36305,804.0,for,IN
36306,804.0,additional,JJ
36307,804.0,compensation,NN
36308,804.0,upon,IN
36309,804.0,completion,NN
36310,804.0,of,IN
36311,804.0,qualifying,VBG
36312,804.0,period,NN
36313,804.0,of,IN
36314,804.0,fifteen,JJ
36315,804.0,15,CD
36316,804.0,working,VBG
36317,804.0,day,NN
36318,804.0,in,IN
36319,804.0,such,JJ
36320,804.0,assignment,NN
36321,804.0,at,IN
36322,804.0,his/her,JJR
36323,804.0,regular,JJ
36324,804.0,rate,NN
36325,804.0,of,IN
36326,804.0,compensation,NN
36327,805.0,effective,JJ
36328,805.0,on,IN
36329,805.0,or,CC
36330,805.0,after,IN
36331,805.0,the,DT
36332,805.0,start,NN
36333,805.0,of,IN
36334,805.0,the,DT
36335,805.0,payperiod,NN
36336,805.0,following,VBG
36337,805.0,council,NN
36338,805.0,adoption,NN
36339,805.0,of,IN
36340,805.0,this,DT
36341,805.0,2007-2012,JJ
36342,805.0,mou,NN
36343,805.0,such,JJ
36344,805.0,employee,NN
36345,805.0,shall,MD
36346,805.0,become,VB
36347,805.0,eligible,JJ
36348,805.0,for,IN
36349,805.0,additional,JJ
36350,805.0,compensation,NN
36351,805.0,upon,IN
36352,805.0,completion,NN
36353,805.0,of,IN
36354,805.0,qualifying,VBG
36355,805.0,period,NN
36356,805.0,of,IN
36357,805.0,ten,JJ
36358,805.0,17,CD
36359,805.0,in,IN
36360,805.0,the,DT
36361,805.0,event,NN
36362,805.0,that,WDT
36363,805.0,two,CD
36364,805.0,or,CC
36365,805.0,more,JJR
36366,805.0,half-time,JJ
36367,805.0,employee,NN
36368,805.0,have,VBP
36369,805.0,the,DT
36370,805.0,same,JJ
36371,805.0,effective,JJ
36372,805.0,date,NN
36373,805.0,of,IN
36374,805.0,half-time,JJ
36375,805.0,status,NN
36376,805.0,but,CC
36377,805.0,not,RB
36378,805.0,all,DT
36379,805.0,will,MD
36380,805.0,have,VB
36381,805.0,their,PRP$
36382,805.0,hour,NN
36383,805.0,reduced,VBN
36384,805.0,then,RB
36385,805.0,department,NN
36386,805.0,hire,NN
36387,805.0,date,NN
36388,805.0,shall,MD
36389,805.0,be,VB
36390,805.0,used,VBN
36391,805.0,tie-breaker,NN
36392,805.0,only,RB
36393,806.0,for,IN
36394,806.0,half-time,JJ
36395,806.0,employee,NN
36396,806.0,who,WP
36397,806.0,lose,VBP
36398,806.0,hour,NN
36399,806.0,for,IN
36400,806.0,the,DT
36401,806.0,reason,NN
36402,806.0,cited,VBD
36403,806.0,above,IN
36404,806.0,in,IN
36405,806.0,this,DT
36406,806.0,article,NN
36407,806.0,upon,IN
36408,806.0,the,DT
36409,806.0,employee,NN
36410,806.0,'s,POS
36411,806.0,request,NN
36412,806.0,the,DT
36413,806.0,employee,NN
36414,806.0,'s,POS
36415,806.0,name,NN
36416,806.0,and,CC
36417,806.0,hour,NN
36418,806.0,lost,VBN
36419,806.0,will,MD
36420,806.0,be,VB
36421,806.0,recorded,VBN
36422,806.0,on,IN
36423,806.0,``,``
36424,806.0,lost,VBN
36425,806.0,hour,NN
36426,806.0,'',''
36427,806.0,list,NN
36428,807.0,an,DT
36429,807.0,employee,NN
36430,807.0,'s,POS
36431,807.0,name,NN
36432,807.0,is,VBZ
36433,807.0,eligible,JJ
36434,807.0,to,TO
36435,807.0,remain,VB
36436,807.0,on,IN
36437,807.0,the,DT
36438,807.0,``,``
36439,807.0,lost,VBD
36440,807.0,hour,NN
36441,807.0,'',''
36442,807.0,list,NN
36443,807.0,for,IN
36444,807.0,up,IN
36445,807.0,to,TO
36446,807.0,two,CD
36447,807.0,year,NN
36448,807.0,from,IN
36449,807.0,the,DT
36450,807.0,date,NN
36451,807.0,the,DT
36452,807.0,employee,NN
36453,807.0,is,VBZ
36454,807.0,placed,VBN
36455,807.0,on,IN
36456,807.0,the,DT
36457,807.0,list,NN
36458,807.0,after,IN
36459,807.0,which,WDT
36460,807.0,the,DT
36461,807.0,employee,NN
36462,807.0,'s,POS
36463,807.0,name,NN
36464,807.0,will,MD
36465,807.0,be,VB
36466,807.0,removed,VBN
36467,807.0,from,IN
36468,807.0,the,DT
36469,807.0,list,NN
36470,808.0,if,IN
36471,808.0,hour,NN
36472,808.0,are,VBP
36473,808.0,restored,VBN
36474,808.0,to,TO
36475,808.0,program,NN
36476,808.0,those,DT
36477,808.0,hour,NN
36478,808.0,will,MD
36479,808.0,first,RB
36480,808.0,be,VB
36481,808.0,offered,VBN
36482,808.0,to,TO
36483,808.0,employee,NN
36484,808.0,on,IN
36485,808.0,the,DT
36486,808.0,list,NN
36487,808.0,who,WP
36488,808.0,were,VBD
36489,808.0,previously,RB
36490,808.0,employed,VBN
36491,808.0,in,IN
36492,808.0,that,DT
36493,808.0,program,NN
36494,808.0,in,IN
36495,808.0,the,DT
36496,808.0,reverse,NN
36497,808.0,order,NN
36498,808.0,of,IN
36499,808.0,their,PRP$
36500,808.0,placement,NN
36501,808.0,on,IN
36502,808.0,the,DT
36503,808.0,list,NN
36504,809.0,article,NN
36505,809.0,5.0,CD
36506,809.0,compensation,NN
36507,809.0,article,NN
36508,809.0,5.1,CD
36509,809.0,salaries,VBZ
36510,809.0,the,DT
36511,809.0,party,NN
36512,809.0,to,TO
36513,809.0,this,DT
36514,809.0,mou,NN
36515,809.0,jointly,RB
36516,809.0,recommend,VBP
36517,809.0,to,TO
36518,809.0,the,DT
36519,809.0,city,NN
36520,809.0,council,NN
36521,809.0,approval,NN
36522,809.0,of,IN
36523,809.0,the,DT
36524,809.0,salary,JJ
36525,809.0,set,NN
36526,809.0,forth,NN
36527,809.0,in,IN
36528,809.0,appendix,JJ
36529,809.0,salaries,NNS
36530,810.0,effective,JJ
36531,810.0,june,NN
36532,810.0,25,CD
36533,810.0,2017,CD
36534,810.0,employee,NN
36535,810.0,covered,VBN
36536,810.0,by,IN
36537,810.0,this,DT
36538,810.0,mou,NN
36539,810.0,shall,MD
36540,810.0,receive,VB
36541,810.0,two,CD
36542,810.0,percent,NN
36543,810.0,%,NN
36544,810.0,salary,JJ
36545,810.0,increase,NN
36546,810.0,reflected,VBD
36547,810.0,in,IN
36548,810.0,appendix,JJ
36549,810.0,a.,NN
36550,810.0,c.,NN
36551,810.0,effective,JJ
36552,810.0,january,JJ
36553,810.0,2018,CD
36554,810.0,each,DT
36555,810.0,employee,NN
36556,810.0,who,WP
36557,810.0,is,VBZ
36558,810.0,employed,VBN
36559,810.0,in,IN
36560,810.0,flat-rated,JJ
36561,810.0,classification,NN
36562,810.0,shall,MD
36563,810.0,receive,VB
36564,810.0,salary,JJ
36565,810.0,adjustment,NN
36566,810.0,of,IN
36567,810.0,2.75,CD
36568,810.0,%,NN
36569,810.0,reflected,VBN
36570,810.0,in,IN
36571,810.0,appendix,JJ
36572,810.0,article,NN
36573,810.0,5.2,CD
36574,810.0,overtime,JJ
36575,810.0,distribution,NN
36576,810.0,of,IN
36577,810.0,overtime,JJ
36578,810.0,management,NN
36579,810.0,will,MD
36580,810.0,attempt,VB
36581,810.0,to,TO
36582,810.0,assign,VB
36583,810.0,overtime,JJ
36584,810.0,work,NN
36585,810.0,equitably,RB
36586,810.0,possible,JJ
36587,810.0,among,IN
36588,810.0,all,DT
36589,810.0,qualified,VBN
36590,810.0,employee,NN
36591,810.0,in,IN
36592,810.0,the,DT
36593,810.0,same,JJ
36594,810.0,classification,NN
36595,810.0,in,IN
36596,810.0,the,DT
36597,810.0,same,JJ
36598,810.0,organizational,JJ
36599,810.0,unit,NN
36600,810.0,and,CC
36601,810.0,work,NN
36602,810.0,location,NN
36603,811.0,in,IN
36604,811.0,the,DT
36605,811.0,assignment,NN
36606,811.0,of,IN
36607,811.0,overtime,JJ
36608,811.0,under,IN
36609,811.0,this,DT
36610,811.0,provision,NN
36611,811.0,however,RB
36612,811.0,management,NN
36613,811.0,may,MD
36614,811.0,consider,VB
36615,811.0,special,JJ
36616,811.0,skill,NN
36617,811.0,required,VBN
36618,811.0,to,TO
36619,811.0,perform,VB
36620,811.0,particular,JJ
36621,811.0,work,NN
36622,812.0,b.,JJ
36623,812.0,non-emergency,NN
36624,812.0,overtime,NN
36625,812.0,whenever,WRB
36626,812.0,management,NN
36627,812.0,deems,VBZ
36628,812.0,it,PRP
36629,812.0,necessary,JJ
36630,812.0,to,TO
36631,812.0,perform,VB
36632,812.0,non-emergency,JJ
36633,812.0,work,NN
36634,812.0,on,IN
36635,812.0,an,DT
36636,812.0,overtime,JJ
36637,812.0,basis,NN
36638,812.0,employee,NN
36639,812.0,required,VBN
36640,812.0,to,TO
36641,812.0,work,VB
36642,812.0,will,MD
36643,812.0,be,VB
36644,812.0,given,VBN
36645,812.0,at,IN
36646,812.0,least,JJS
36647,812.0,forty-eight,JJ
36648,812.0,48,CD
36649,812.0,hours™,NN
36650,812.0,notice,NN
36651,812.0,whenever,WRB
36652,812.0,possible,JJ
36653,813.0,18,CD
36654,813.0,c.,NN
36655,813.0,rate,NN
36656,813.0,and,CC
36657,813.0,methods,NNS
36658,813.0,of,IN
36659,813.0,compensation,NN
36660,813.0,compensation,NN
36661,813.0,for,IN
36662,813.0,overtime,JJ
36663,813.0,shall,MD
36664,813.0,be,VB
36665,813.0,for,IN
36666,813.0,all,DT
36667,813.0,hour,NN
36668,813.0,worked,VBN
36669,813.0,in,IN
36670,813.0,excess,NN
36671,813.0,of,IN
36672,813.0,40,CD
36673,813.0,hour,NN
36674,813.0,in,IN
36675,813.0,workweek,JJ
36676,813.0,including,VBG
36677,813.0,all,DT
36678,813.0,absence,NN
36679,813.0,with,IN
36680,813.0,pay,NN
36681,813.0,authorized,VBN
36682,813.0,by,IN
36683,813.0,law,NN
36684,814.0,management,NN
36685,814.0,shall,MD
36686,814.0,have,VB
36687,814.0,the,DT
36688,814.0,discretion,NN
36689,814.0,to,TO
36690,814.0,determine,VB
36691,814.0,whether,IN
36692,814.0,compensation,NN
36693,814.0,shall,MD
36694,814.0,be,VB
36695,814.0,in,IN
36696,814.0,cash,NN
36697,814.0,or,CC
36698,814.0,time,NN
36699,814.0,off,RP
36700,815.0,in,IN
36701,815.0,recreation,NN
36702,815.0,and,CC
36703,815.0,parks,VB
36704,815.0,all,DT
36705,815.0,overtime,NN
36706,815.0,will,MD
36707,815.0,be,VB
36708,815.0,compensated,VBN
36709,815.0,in,IN
36710,815.0,cash,NN
36711,816.0,compensated,JJ
36712,816.0,time,NN
36713,816.0,for,IN
36714,816.0,overtime,NN
36715,816.0,worked,VBN
36716,816.0,shall,MD
36717,816.0,be,VB
36718,816.0,at,IN
36719,816.0,the,DT
36720,816.0,rate,NN
36721,816.0,of,IN
36722,816.0,one-and-one-half,JJ
36723,816.0,hour,NN
36724,816.0,for,IN
36725,816.0,each,DT
36726,816.0,hour,NN
36727,816.0,of,IN
36728,816.0,overtime,NN
36729,816.0,worked,VBN
36730,817.0,if,IN
36731,817.0,authorization,NN
36732,817.0,for,IN
36733,817.0,cash,NN
36734,817.0,payment,NN
36735,817.0,is,VBZ
36736,817.0,made,VBN
36737,817.0,the,DT
36738,817.0,rate,NN
36739,817.0,of,IN
36740,817.0,pay,NN
36741,817.0,shall,MD
36742,817.0,be,VB
36743,817.0,one-and-one-half,JJ
36744,817.0,time,NN
36745,817.0,the,DT
36746,817.0,employee™s,JJ
36747,817.0,regular,JJ
36748,817.0,rate,NN
36749,817.0,of,IN
36750,817.0,compensation,NN
36751,818.0,employees,NNS
36752,818.0,in,IN
36753,818.0,department,NN
36754,818.0,other,JJ
36755,818.0,than,IN
36756,818.0,recreation,NN
36757,818.0,and,CC
36758,818.0,parks,NNS
36759,818.0,who,WP
36760,818.0,are,VBP
36761,818.0,compensated,VBN
36762,818.0,in,IN
36763,818.0,time,NN
36764,818.0,off,RP
36765,818.0,will,MD
36766,818.0,be,VB
36767,818.0,permitted,VBN
36768,818.0,to,TO
36769,818.0,accumulate,VB
36770,818.0,up,RP
36771,818.0,to,TO
36772,818.0,80,CD
36773,818.0,hour,NN
36774,818.0,of,IN
36775,818.0,compensated,JJ
36776,818.0,time,NN
36777,818.0,off,IN
36778,818.0,and,CC
36779,818.0,take,VB
36780,818.0,such,JJ
36781,818.0,accumulated,JJ
36782,818.0,time,NN
36783,818.0,off,RP
36784,818.0,for,IN
36785,818.0,overtime,NN
36786,818.0,worked,VBN
36787,818.0,upon,IN
36788,818.0,request,NN
36789,818.0,unless,IN
36790,818.0,granting,VBG
36791,818.0,of,IN
36792,818.0,such,JJ
36793,818.0,time,NN
36794,818.0,would,MD
36795,818.0,ﬁunduly,VB
36796,818.0,disruptﬂ,VB
36797,818.0,the,DT
36798,818.0,operation,NN
36799,818.0,of,IN
36800,818.0,the,DT
36801,818.0,city,NN
36802,818.0,department,NN
36803,819.0,article,NN
36804,819.0,5.3,CD
36805,819.0,salary,JJ
36806,819.0,level,NN
36807,819.0,retention,NN
36808,819.0,intermittent,JJ
36809,819.0,recreation,NN
36810,819.0,assistants,NNS
36811,819.0,shall,MD
36812,819.0,be,VB
36813,819.0,paid,VBN
36814,819.0,rate,NN
36815,819.0,corresponding,VBG
36816,819.0,to,TO
36817,819.0,the,DT
36818,819.0,first,JJ
36819,819.0,step,NN
36820,819.0,in,IN
36821,819.0,the,DT
36822,819.0,salary,JJ
36823,819.0,range,NN
